col,text,label
"With the #CoronavirusOutbreak
How smart it is to use Alcometer? @dtptraffic Delhi Traffic Police issues advisory for Holi
 https://t.co/1PO3943C4L","With the #CoronavirusOutbreak
How smart it is to use Alcometer? @dtptraffic Delhi Traffic Police issues advisory for Holi
 https://t.co/1PO3943C4L",funny
"""Ted Cruz"" has announced he’s going to self quarantine after being exposed to the #CoronavirusOutbreak 
And @Twitter reacted just as you would expect. 
Savage AF....","""Ted Cruz"" has announced he’s going to self quarantine after being exposed to the #CoronavirusOutbreak 
And @Twitter reacted just as you would expect. 
Savage AF....",funny
Have y'all noticed more cruise commercials? #SundayThoughts #CoronavirusOutbreak https://t.co/NTMVOaVcFU,Have y'all noticed more cruise commercials? #SundayThoughts #CoronavirusOutbreak https://t.co/NTMVOaVcFU,funny
@realDonaldTrump Your strategy Donald reflects your uglines. Less availability to tests means lower numbers of cases. Makes you look good (in your sick mind)  and kills our citizens....but what do you care? #coronavirus #CoronavirusOutbreak #MorningJoe,@realDonaldTrump Your strategy Donald reflects your uglines. Less availability to tests means lower numbers of cases. Makes you look good (in your sick mind)  and kills our citizens....but what do you care? #coronavirus #CoronavirusOutbreak #MorningJoe,offensive
@ABC2020 Why aren’t we talking about the “L” and “S” strains of #coronavirus  One more aggressive than the other and one likes warm weather vs the other doesn’t?  Please HELP us understand.  Thank you! #CoronavirusUSA #COVID2019 #CoronavirusOu,@ABC2020 Why aren’t we talking about the “L” and “S” strains of #coronavirus  One more aggressive than the other and one likes warm weather vs the other doesn’t?  Please HELP us understand.  Thank you! #CoronavirusUSA #COVID2019 #CoronavirusOu,offensive
"Never forget, never forgive.

#HongKong 
#HongKongProtests 
#HKPoliceBrutality 
#HKPoliceTerrorists 
#hongkongpolicebrutality 
#HKPoliceState 
#5DemandsNot1Less  
#StandWithHongKong 
#China_is_terrorist 
#CoronavirusOutbreak 
#coronavirus 
#Coronavid19 https://t.co/2NrslYqeOk","Never forget, never forgive.

#HongKong 
#HongKongProtests 
#HKPoliceBrutality 
#HKPoliceTerrorists 
#hongkongpolicebrutality 
#HKPoliceState 
#5DemandsNot1Less  
#StandWithHongKong 
#China_is_terrorist 
#CoronavirusOutbreak 
#coronavirus 
#Coronavid19 https://t.co/2NrslYqeOk",offensive
#CoronavirusOutbreak #CoronavirusUSA https://t.co/kPVhU7ezJD,#CoronavirusOutbreak #CoronavirusUSA https://t.co/kPVhU7ezJD,irrelevant
"On God (Follow Me on Youtube) @PoppaBag
#coronavirus #CoronavirusOutbreak #Corona #CoronaVirusUpdate #CoronaVirusChallenge #virus https://t.co/TdgxnYChgI","On God (Follow Me on Youtube) @PoppaBag
#coronavirus #CoronavirusOutbreak #Corona #CoronaVirusUpdate #CoronaVirusChallenge #virus https://t.co/TdgxnYChgI",irrelevant
"The figures keep getting worse, expect to get as bad as China but keep on rising as no countries have had as strict measures as China. #coronavirus #covid19 #covid-19 #covid_19 https://t.co/MGjgBp3CoU","The figures keep getting worse, expect to get as bad as China but keep on rising as no countries have had as strict measures as China. #coronavirus #covid19 #covid-19 #covid_19 https://t.co/MGjgBp3CoU",informative
"Re #CoronavirusOutbreak

NewsyMaven🤪@larry_kudlow:
""We have it contained. Airtight!"" 

""We have it contained. Maybe not airtight, but CONTAINED!""

Seems the only thing that's TIGHT here is Larry,
always in2 his ""container""❗️

#ResignTrumPence
@lorax58 https://t.co/5KfuGTiO1K","Re #CoronavirusOutbreak

NewsyMaven🤪@larry_kudlow:
""We have it contained. Airtight!"" 

""We have it contained. Maybe not airtight, but CONTAINED!""

Seems the only thing that's TIGHT here is Larry,
always in2 his ""container""❗️

#ResignTrumPence
@lorax58 https://t.co/5KfuGTiO1K",funny
"#Michigan #MichiganPrimary 
#Missouri #MissouriPrimary #NorthDakota #Idaho #Mississippi #Washington #DemsLivingAbroad #SundayThoughts #SundayMotivation #Union #NAFTA #Labor #MedicareForAll #CoronavirusOutbreak #Nurses #BernieBeatsTrump #Bernie2020 #BernieGonnaDoIt #NotMeUs #Vote https://t.co/6UA9Ef7RQK","#Michigan #MichiganPrimary 
#Missouri #MissouriPrimary #NorthDakota #Idaho #Mississippi #Washington #DemsLivingAbroad #SundayThoughts #SundayMotivation #Union #NAFTA #Labor #MedicareForAll #CoronavirusOutbreak #Nurses #BernieBeatsTrump #Bernie2020 #BernieGonnaDoIt #NotMeUs #Vote https://t.co/6UA9Ef7RQK",irrelevant
"#Coronavirus
Why your loved ones don't understand, prepare and think you have lost it

-Besides them not having all the data-

Watch this for answers:
#CoronaVirusDE
#COVID_19
#COVID19
#nCoV19
#nCoV
#nCoV2020
#Nederland #Netherlands
#Deutschland #Germany

 https://t.co/y8Cz3j6vnj","#Coronavirus
Why your loved ones don't understand, prepare and think you have lost it

-Besides them not having all the data-

Watch this for answers:
#CoronaVirusDE
#COVID_19
#COVID19
#nCoV19
#nCoV
#nCoV2020
#Nederland #Netherlands
#Deutschland #Germany

 https://t.co/y8Cz3j6vnj",informative
"#Michigan #MichiganPrimary 
#Missouri #MissouriPrimary #NorthDakota #Idaho #Mississippi #Washington #DemsLivingAbroad #SundayThoughts #SundayMotivation #Union #NAFTA #Labor #MedicareForAll #CoronavirusOutbreak #Nurses #BernieBeatsTrump #Bernie2020 #BernieGonnaDoIt #NotMeUs #Vote https://t.co/OwXELEMBIq","#Michigan #MichiganPrimary 
#Missouri #MissouriPrimary #NorthDakota #Idaho #Mississippi #Washington #DemsLivingAbroad #SundayThoughts #SundayMotivation #Union #NAFTA #Labor #MedicareForAll #CoronavirusOutbreak #Nurses #BernieBeatsTrump #Bernie2020 #BernieGonnaDoIt #NotMeUs #Vote https://t.co/OwXELEMBIq",irrelevant
"@lizgeorge27 #Michigan #MichiganPrimary 
#Missouri #MissouriPrimary #NorthDakota #Idaho #Mississippi #Washington #DemsLivingAbroad #SundayThoughts #SundayMotivation #Union #NAFTA #Labor #MedicareForAll #CoronavirusOutbreak #Nurses #BernieBeatsTrump #Berni","@lizgeorge27 #Michigan #MichiganPrimary 
#Missouri #MissouriPrimary #NorthDakota #Idaho #Mississippi #Washington #DemsLivingAbroad #SundayThoughts #SundayMotivation #Union #NAFTA #Labor #MedicareForAll #CoronavirusOutbreak #Nurses #BernieBeatsTrump #Berni",irrelevant
"#Hong-Kong
#HongKongProtests
#HKPoliceBrutality
#HKPoliceTerrorists
#hongkongpolicebrutality
#HKPoliceState
# 5DemandsNot1Less
#StandWithHongKong
#China_is_terrorist
#CoronavirusOutbreak
#coronavirus
# Coronavid19 https://t.co/8okdseGxHJ","#HongKong 
#HongKongProtests 
#HKPoliceBrutality 
#HKPoliceTerrorists 
#hongkongpolicebrutality 
#HKPoliceState 
#5DemandsNot1Less  
#StandWithHongKong 
#China_is_terrorist 
#CoronavirusOutbreak 
#coronavirus 
#Coronavid19 https://t.co/8okdseGxHJ",offensive
"#CoronavirusOutbreak India though 2nd most populated country of the world in not even in top 10 effected counties list, it is due to efficiency or inability to report the correct numbers @moayush?","#CoronavirusOutbreak India though 2nd most populated country of the world in not even in top 10 effected counties list, it is due to efficiency or inability to report the correct numbers @moayush?",concerned
Certainly not under Trump's leadership. #CoronavirusOutbreak #UnfitToBePresident #GOPHypocrisy https://t.co/BNtxsAqtF5,Certainly not under Trump's leadership. #CoronavirusOutbreak #UnfitToBePresident #GOPHypocrisy https://t.co/BNtxsAqtF5,offensive
"พ� �.� จ� � ข� � �� � � � � � จจ� � ิ� � � � � ณ � ��สมา� �ม� � � � า� � ขา� � � � าไ ม่� �ด � � � � � � � บ� �� � � � า� า� �� � าม� � � �

https://t.co/WntotgQuxD

# � �� � � � า� า� �� � าม� � � � # COVID_19 # COVID19 # โค ว� �� �# โค วิ� �19 # โค โ� � � � า� �ว� � � � ส # โ� �โ� � � � ่าไ ว� � � � ส # � �ว� � � � สโค � ��� � � � า # ไ ว� � � � ส�ู่ฮ� � ่� � # � �ว� � � � � ��โ� �โ� � � � ่า # ไ ว� � � � สโ� �โ� � � � ่าส� �� � พ� � � � ธุ์ใ� �ม่2019 #coronavirus #TNN #TNNThailand # TNNช่�� � 16","พณ.แจงข้อเท็จจริงกรณีสมาคมร้านขายยาไม่ได้รับหน้ากากอนามัย

https://t.co/WntotgQuxD

#หน้ากากอนามัย #COVID_19 #COVID19 #โควิด #โควิด19 #โคโรนาไวรัส #โคโรน่าไวรัส #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #ไวรัสโคโรน่า #ไวรัสโคโรน่าสายพันธุ์ใหม่2019 #coronavirus #TNN #TNNThailand #TNNช่อง16",informative
Shocked Bulgaria didn’t get hit slightly earlier. Though I am shocked about the Maldives. #COVID19 #CoronavirusOutbreak https://t.co/1XmJUxEJ5J,Shocked Bulgaria didn’t get hit slightly earlier. Though I am shocked about the Maldives. #COVID19 #CoronavirusOutbreak https://t.co/1XmJUxEJ5J,worried
Letters | Felt safer with Hong Kong Sars response? Blame social media https://t.co/QDbywYD1qB #Coronavirusoutbreak #CoronavirusoutbreakAllstories https://t.co/UlOX5BIAgW,Letters | Felt safer with Hong Kong Sars response? Blame social media https://t.co/QDbywYD1qB #Coronavirusoutbreak #CoronavirusoutbreakAllstories https://t.co/UlOX5BIAgW,emotional
Coronavirus: the hidden costs of ‘aggressive’ containment https://t.co/FJ5kpSKqGS #Coronavirusoutbreak #CoronavirusoutbreakAllstories https://t.co/GyGDpK37Cs,Coronavirus: the hidden costs of ‘aggressive’ containment https://t.co/FJ5kpSKqGS #Coronavirusoutbreak #CoronavirusoutbreakAllstories https://t.co/GyGDpK37Cs,informative
"Supermarket surge buoys Octopus, even as transport numbers dip https://t.co/kRf8SdgAfp #Coronavirusoutbreak #CoronavirusoutbreakAllstories https://t.co/74GlTrKNnB","Supermarket surge buoys Octopus, even as transport numbers dip https://t.co/kRf8SdgAfp #Coronavirusoutbreak #CoronavirusoutbreakAllstories https://t.co/74GlTrKNnB",informative
"""My husband said I underestimated the coronavirus, he was proven right"": Belgians in quarantine in Italy testify # COVID2019 # COVID19 #CoronavirusOutbreak #coronavirus #belgie # Belgium #Belgium #Belgique #vlaanderen #CoronaVirusUpdates
https://t.co/JywujPOX1s","""Mijn man zei dat ik het coronavirus onderschatte, hij heeft gelijk gekregen"": Belgen in quarantaine in Italië getuigen #COVID2019 #COVID19 #CoronavirusOutbreak #coronavirus #belgie #België #Belgium #Belgique #vlaanderen #CoronaVirusUpdates
https://t.co/JywujPOX1s",emotional
"Now is the time in the movie when rogue doctors and government officials band together and release the information and test kits, despite the narcissistic, evil president’s orders. 

#CoronavirusOutbreak 
#WhereAreTheTests","Now is the time in the movie when rogue doctors and government officials band together and release the information and test kits, despite the narcissistic, evil president’s orders. 

#CoronavirusOutbreak 
#WhereAreTheTests",funny
"We have 4 new cases of corona virus  here in the Philippines that brings to a total of 10 cases. Or mas marami pa? Are we really prepared for this? Ingat na lang po mga kababayan. #COVID19 #COVID19PH #CoronavirusOutbreak #KeepSafePilipinas

PCTTO https://t.co/MVwFeq8tEU","We have 4 new cases of corona virus  here in the Philippines that brings to a total of 10 cases. Or mas marami pa? Are we really prepared for this? Ingat na lang po mga kababayan. #COVID19 #COVID19PH #CoronavirusOutbreak #KeepSafePilipinas

PCTTO https://t.co/MVwFeq8tEU",informative
"Global #COVID19 cases:
109,835 confirmed (+3)
60,709 recovered (+7)
3,803 deaths 

Cases excluding #China:
29,136 confirmed (+3)
3,373 recovered 
706 deaths 

#Coronavirus #CoronavirusUpdate #CoronavirusOutbreak","Global #COVID19 cases:
109,835 confirmed (+3)
60,709 recovered (+7)
3,803 deaths 

Cases excluding #China:
29,136 confirmed (+3)
3,373 recovered 
706 deaths 

#Coronavirus #CoronavirusUpdate #CoronavirusOutbreak",informative
"Disgusting...

#HongKong 
#HongKongProtests 
#HKPoliceBrutality 
#HKPoliceTerrorists 
#hongkongpolicebrutality 
#HKPoliceState 
#5DemandsNot1Less  
#StandWithHongKong
#BoycottMulan  
#China_is_terrorist 
#CoronavirusOutbreak 
#coronavirus 
#Coronavid19 https://t.co/kOZk29F3my","Disgusting...

#HongKong 
#HongKongProtests 
#HKPoliceBrutality 
#HKPoliceTerrorists 
#hongkongpolicebrutality 
#HKPoliceState 
#5DemandsNot1Less  
#StandWithHongKong
#BoycottMulan  
#China_is_terrorist 
#CoronavirusOutbreak 
#coronavirus 
#Coronavid19 https://t.co/kOZk29F3my",emotional
"NYTimes - Senator Ted Cruz will self-quarantine this week after interacting with a person at the Conservative Political Action Conference who has since tested positive for the coronavirus.
#coronavirus #CoronavirusOutbreak","NYTimes - Senator Ted Cruz will self-quarantine this week after interacting with a person at the Conservative Political Action Conference who has since tested positive for the coronavirus.
#coronavirus #CoronavirusOutbreak",informative
Potable Aqua Water Purification Treatment (100 Tablets) https://t.co/hKCjDxLPP1 ad #coronavirus #corona #virus #CoronavirusOutbreak #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #SARSCoV2 #china #wuhan #flu #Covid_19 #CoronaOutbreak #COVID19,Potable Aqua Water Purification Treatment (100 Tablets) https://t.co/hKCjDxLPP1 ad #coronavirus #corona #virus #CoronavirusOutbreak #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #SARSCoV2 #china #wuhan #flu #Covid_19 #CoronaOutbreak #COVID19,irrelevant
"I'm self isolating like #SenTedCruz is. Not because I've come into contact with any #covid_19 infected persons, but just because I don't like people. 🤘🏻😂🤔✌🏻👀","I'm self isolating like #SenTedCruz is. Not because I've come into contact with any #covid_19 infected persons, but just because I don't like people. 🤘🏻😂🤔✌🏻👀",funny
#CoronavirusOutbreak #SOSNicaragua # 8M2020 The murderous Sandinista government affirms that the blue and white patients will not be cared for. #sancionenalejercito https://t.co/jleiOP0s4w,#CoronavirusOutbreak #SOSNicaragua #8M2020 Gobierno asesino sandinista afirma que los enfermos azul y blanco no serán atendidos. #sancionenalejercito https://t.co/jleiOP0s4w,informative
"Against Covid-19 there is a short-term solution: The � � � prayer �
# COVID2019 # COVID19 #COVID #coronavirus #CoronavirusOutbreak # Coronavid19 # COVID19italia","Contra o Covid-19 existe uma solução de curto prazo: A oração 🙏🏻
#COVID2019 #COVID19 #COVID #coronavirus #CoronavirusOutbreak #Coronavid19 #COVID19italia",funny
"Dr. Bruce Aylward, leader of the W.H.O. team that visited China to assess the country’s response to the coronavirus outbreak.
https://t.co/fOsPiEaCIg
#coronavirusny #coronavirus #CoronavirusOutbreak #Coronavid19 #CoronavirusUSA","Dr. Bruce Aylward, leader of the W.H.O. team that visited China to assess the country’s response to the coronavirus outbreak.
https://t.co/fOsPiEaCIg
#coronavirusny #coronavirus #CoronavirusOutbreak #Coronavid19 #CoronavirusUSA",informative
"This is not how you arrest citizens!!!

#HongKong 
#HongKongProtests 
#HKPoliceBrutality 
#HKPoliceTerrorists 
#hongkongpolicebrutality 
#HKPoliceState 
#5DemandsNot1Less  
#StandWithHongKong
#BoycottMulan  
#China_is_terrorist 
#CoronavirusOutbreak 
#coronavirus 
#Coronavid19 https://t.co/RaOu0x6Ngr","This is not how you arrest citizens!!!

#HongKong 
#HongKongProtests 
#HKPoliceBrutality 
#HKPoliceTerrorists 
#hongkongpolicebrutality 
#HKPoliceState 
#5DemandsNot1Less  
#StandWithHongKong
#BoycottMulan  
#China_is_terrorist 
#CoronavirusOutbreak 
#coronavirus 
#Coronavid19 https://t.co/RaOu0x6Ngr",emotional
"The CDC received word that the tests weren't performing as expected and that the state labs were getting inconclusive results. Apparently, one of the reagents used in the tests wasn't performing consistently. https://t.co/KRnSXQuWEj
#coronavirus #COVID19 #CoronavirusOutbreak","The CDC received word that the tests weren't performing as expected and that the state labs were getting inconclusive results. Apparently, one of the reagents used in the tests wasn't performing consistently. https://t.co/KRnSXQuWEj
#coronavirus #COVID19 #CoronavirusOutbreak",informative
"Murder!

#HongKong 
#HongKongProtests 
#HKPoliceBrutality 
#HKPoliceTerrorists 
#hongkongpolicebrutality 
#HKPoliceState 
#5DemandsNot1Less  
#StandWithHongKong
#BoycottMulan  
#China_is_terrorist 
#CoronavirusOutbreak 
#coronavirus 
#Coronavid19 https://t.co/x6VMMV5om0","Murder!

#HongKong 
#HongKongProtests 
#HKPoliceBrutality 
#HKPoliceTerrorists 
#hongkongpolicebrutality 
#HKPoliceState 
#5DemandsNot1Less  
#StandWithHongKong
#BoycottMulan  
#China_is_terrorist 
#CoronavirusOutbreak 
#coronavirus 
#Coronavid19 https://t.co/x6VMMV5om0",emotional
".@avril on the #StockMarket #Oil marker carnage on #AsiaFirst
#COVID19 
#CoronavirusOutbreak https://t.co/sadTpRbLdF",".@avril on the #StockMarket #Oil marker carnage on #AsiaFirst
#COVID19 
#CoronavirusOutbreak https://t.co/sadTpRbLdF",irrelevant
"University of Puget Sound in Tacoma latest to turn to virtual classes because of coronavirus 
https://t.co/isMJdpQMbi
#SARSCoV2
#CoronavirusOutbreak
#COVID19","University of Puget Sound in Tacoma latest to turn to virtual classes because of coronavirus 
https://t.co/isMJdpQMbi
#SARSCoV2
#CoronavirusOutbreak
#COVID19",informative
"Lets check how these countries are doing: 
Switzerland 🇨🇭 337
Sweden 🇸🇪 203
Oman 🇴🇲 16
Denmark 🇩🇰 35
Germany 🇩🇪 1040
Netherlands 🇳🇱 265
Greece 🇬🇷 73
#coronavirus #CoronavirusOutbreak #COVID #COVID2019 #COVID19 https://t.co/4XkzVJWO1O","Lets check how these countries are doing: 
Switzerland 🇨🇭 337
Sweden 🇸🇪 203
Oman 🇴🇲 16
Denmark 🇩🇰 35
Germany 🇩🇪 1040
Netherlands 🇳🇱 265
Greece 🇬🇷 73
#coronavirus #CoronavirusOutbreak #COVID #COVID2019 #COVID19 https://t.co/4XkzVJWO1O",informative
"VP @Mike_Pence announced March 6 that to detect and effectively respond to the #CoronavirusOutbreak, commercial laboratories would make testing available, relieving a nationwide shortage of diagnostic tests. https://t.co/L5YZzKkKT4","VP @Mike_Pence announced March 6 that to detect and effectively respond to the #CoronavirusOutbreak, commercial laboratories would make testing available, relieving a nationwide shortage of diagnostic tests. https://t.co/L5YZzKkKT4",informative
"Hey there @SenTedCruz, know what happens when you sell your soul to the devil? People don't give a damn if you contract #coronavirus.

#TedCruz #payback #CoronavirusOutbreak","Hey there @SenTedCruz, know what happens when you sell your soul to the devil? People don't give a damn if you contract #coronavirus.

#TedCruz #payback #CoronavirusOutbreak",emotional
"From Dr Grayson: “The actual number of #coronavirus cases in the US is🆘.

The #CoronavirusOutbreak is like a snowball falling. EARLY detection, contact tracing #amp; #quarantine can slow, but not stop, its spread

#Trumpbungling of testing will cost lives.”
https://t.co/CVNPUDAdnl… https://t.co/QHJuEKHq7y","From Dr Grayson: “The actual number of #coronavirus cases in the US is🆘.

The #CoronavirusOutbreak is like a snowball falling. EARLY detection, contact tracing #amp; #quarantine can slow, but not stop, its spread

#Trumpbungling of testing will cost lives.”
https://t.co/CVNPUDAdnl… https://t.co/QHJuEKHq7y",funny
"@mitchellvii @MonicaAnnPoggi I agree that the dems are using #coronavirus to rig the election and panic never helps. However, #COVID19 spreads easier than the flu and has a higher mortality rate. This is a new virus that we are not used to, it is serious.","@mitchellvii @MonicaAnnPoggi I agree that the dems are using #coronavirus to rig the election and panic never helps. However, #COVID19 spreads easier than the flu and has a higher mortality rate. This is a new virus that we are not used to, it is serious.",emotional
"It is the southern regions that are taking steps to prevent Northerners from coming to them. This # Covid_19 reverses the meaning of things, it's amazing # Covid19Italia","Ce sont les régions du Sud qui prennent des mesures pour éviter que viennent vers elles les gens du Nord. Ce #Covid_19 inverse le sens des choses, c'est stupéfiant #Covid19Italia",concerned
Important case of #coronavirus spread on public transportation #COVID19 #CoronavirusOutbreak https://t.co/bzaouNJTA4,Important case of #coronavirus spread on public transportation #COVID19 #CoronavirusOutbreak https://t.co/bzaouNJTA4,informative
#coronavirus #CoronavirusOutbreak #CoronaVirusUpdate #MAGA #KAG2020 @DonaldJTrumpJr @realDonaldTrump @RealJamesWoods @WatchChad @MarkDice @mchooyah @LindaSuhler @TomiLahren @greggutfeld @dbongino @marklevinshow @EricTrump @TuckerCarlson @seanhannity @NRA @JudgeJoeBrownTV https://t.co/UhYeGQXEzn,#coronavirus #CoronavirusOutbreak #CoronaVirusUpdate #MAGA #KAG2020 @DonaldJTrumpJr @realDonaldTrump @RealJamesWoods @WatchChad @MarkDice @mchooyah @LindaSuhler @TomiLahren @greggutfeld @dbongino @marklevinshow @EricTrump @TuckerCarlson @seanhannity @NRA @JudgeJoeBrownTV https://t.co/UhYeGQXEzn,irrelevant
"@kailwisdom @spokanetom @jeremynewberger Next week we will hear that the #CoronavirusOutbreak Is A Hoax because trump is going to have a meltdown!
#TrumpNotFitForOffice 
#TrumpCoronaCoverUp","@kailwisdom @spokanetom @jeremynewberger Next week we will hear that the #CoronavirusOutbreak Is A Hoax because trump is going to have a meltdown!
#TrumpNotFitForOffice 
#TrumpCoronaCoverUp",worried
"@realDonaldTrump Business isn't buying Trump's ""Only I can fix it"" proclamation.

#CoronavirusOutbreak #stockmarketcrash 

Dow futures tumble 1,000 points as all-out oil price war adds to coronavirus stress https://t.co/rE4kxfsd0w","@realDonaldTrump Business isn't buying Trump's ""Only I can fix it"" proclamation.

#CoronavirusOutbreak #stockmarketcrash 

Dow futures tumble 1,000 points as all-out oil price war adds to coronavirus stress https://t.co/rE4kxfsd0w",concerned
"@BilldeBlasio needs to wake up! There are currently 100+ cases in NYC, but people are not being tested. #coronavirus #COVID19 #CoronavirusOutbreak
Reuters: New York City could hit 100 coronavirus cases in two to three weeks: mayor.
https://t.co/GpDE0SvYmb","@BilldeBlasio needs to wake up! There are currently 100+ cases in NYC, but people are not being tested. #coronavirus #COVID19 #CoronavirusOutbreak
Reuters: New York City could hit 100 coronavirus cases in two to three weeks: mayor.
https://t.co/GpDE0SvYmb",worried
"We'll all be Returned to the knower of the Unseen...Do not be deceived! 🗺
•
•
•
#Icebokx #FactCheck #InternationalWomensDay 
#OleOut #MUFC #IWD2020 #COVID19 #CoronavirusOutbreak #SundayThoughts #Dialo #RealBetisRealMadrid #GGMU #Bolar","We'll all be Returned to the knower of the Unseen...Do not be deceived! 🗺
•
•
•
#Icebokx #FactCheck #InternationalWomensDay 
#OleOut #MUFC #IWD2020 #COVID19 #CoronavirusOutbreak #SundayThoughts #Dialo #RealBetisRealMadrid #GGMU #Bolar",emotional
"Respect.

# IWD2020
#Hong-Kong
#HongKongProtests
#HKPoliceBrutality
#HKPoliceTerrorists
#hongkongpolicebrutality
#HKPoliceState
# 5DemandsNot1Less
#StandWithHongKong
#BoycottMulan
#China_is_terrorist
#CoronavirusOutbreak
#coronavirus
# Coronavid19 https://t.co/k1r0CM4kec","Respect.

#IWD2020 
#HongKong 
#HongKongProtests 
#HKPoliceBrutality 
#HKPoliceTerrorists 
#hongkongpolicebrutality 
#HKPoliceState 
#5DemandsNot1Less  
#StandWithHongKong
#BoycottMulan  
#China_is_terrorist 
#CoronavirusOutbreak 
#coronavirus 
#Coronavid19 https://t.co/k1r0CM4kec",emotional
"#coronavirus incubation period of 27 days reported by Hubei Province local government on Feb. 22  #COVID #COVIDー19 #SARSCoV2 #WuhanCoronavirus  #CoronavirusOutbreak 

https://t.co/RYBT9wntwH","#coronavirus incubation period of 27 days reported by Hubei Province local government on Feb. 22  #COVID #COVIDー19 #SARSCoV2 #WuhanCoronavirus  #CoronavirusOutbreak 

https://t.co/RYBT9wntwH",informative
"@JeremyKonyndyk @iluvMarthasVY @ScottGottliebMD I think he might want to change the ""may"" to ""almost certainly."" #coronavirus #CoronavirusOutbreak","@JeremyKonyndyk @iluvMarthasVY @ScottGottliebMD I think he might want to change the ""may"" to ""almost certainly."" #coronavirus #CoronavirusOutbreak",offensive
"SCMP
Hong Kong Airlines in talks with Air China, others for strategic lifeline after earlier white knights balked at HNA Group’s price
https://t.co/SpGaqk058L
#SARSCoV2
#CoronavirusOutbreak
#COVID19","SCMP
Hong Kong Airlines in talks with Air China, others for strategic lifeline after earlier white knights balked at HNA Group’s price
https://t.co/SpGaqk058L
#SARSCoV2
#CoronavirusOutbreak
#COVID19",informative
"Watching the movie OUTBREAK. The opening scene.  @netflix #coronavirus  #CoronavirusOutbreak  
#outbreak https://t.co/hDIupL4bRz","Watching the movie OUTBREAK. The opening scene.  @netflix #coronavirus  #CoronavirusOutbreak  
#outbreak https://t.co/hDIupL4bRz",irrelevant
I don't have an older family here in France but I will stay in the house if it takes 3 weeks to save at least one life for your people ... The world needs discipline !!! #france #discipline #corona #coronavirus #CoronavirusOutbreak # Coronavid19,Je n'ai pas de famille plus âgée ici en France mais je resterai dans la maison si cela prend 3 semaines pour sauver au moins une vie de votre peuple ... Le monde a besoin de discipline!!!  #france #discipline #corona #coronavirus #CoronavirusOutbreak #Coronavid19,concerned
@realDonaldTrump @KellyannePolls @mattgaetz so this isn’t contained? Pretty sure I’ve heard at least 1 of you say that it is. #coronavirus #CoronavirusOutbreak #PencePandemic https://t.co/5jmwb2rt5c,@realDonaldTrump @KellyannePolls @mattgaetz so this isn’t contained? Pretty sure I’ve heard at least 1 of you say that it is. #coronavirus #CoronavirusOutbreak #PencePandemic https://t.co/5jmwb2rt5c,offensive
@StevenBeschloss I don’t get it if Barack Obama left the whole world on such a perfect glide path because he was the ultimate intelligent WIZARD why didn’t he leave the CDC and the NIH with perfect #Progressive plans? #Obama #Halper #CoronavirusOutbre,@StevenBeschloss I don’t get it if Barack Obama left the whole world on such a perfect glide path because he was the ultimate intelligent WIZARD why didn’t he leave the CDC and the NIH with perfect #Progressive plans? #Obama #Halper #CoronavirusOutbre,offensive
@CAgovernor @GavinNewsom @LibbySchaaf what are you doing? Please let them go to non active military bases. Not our local hospitals or active bases. We’ve already had our share.  #CoronavirusUSA #CoronavirusOutbreak https://t.co/vCa3l3FoMq,@CAgovernor @GavinNewsom @LibbySchaaf what are you doing? Please let them go to non active military bases. Not our local hospitals or active bases. We’ve already had our share.  #CoronavirusUSA #CoronavirusOutbreak https://t.co/vCa3l3FoMq,concerned
Why is @tedcruz staying home. Isn’t it a hoax? #CoronavirusOutbreak https://t.co/IIJD5nDQ0K,Why is @tedcruz staying home. Isn’t it a hoax? #CoronavirusOutbreak https://t.co/IIJD5nDQ0K,funny
"@SenTedCruz, no need to self quarantine.  Remember @realDonaldTrump says #CoronaVirus is a #hoax and it just like the cold.  You only go thru some things. 
Go hang out with ur @GOP buds.
#CoronavirusOutbreak https://t.co/KDvz4Ch2oh","@SenTedCruz, no need to self quarantine.  Remember @realDonaldTrump says #CoronaVirus is a #hoax and it just like the cold.  You only go thru some things. 
Go hang out with ur @GOP buds.
#CoronavirusOutbreak https://t.co/KDvz4Ch2oh",funny
"#CoronavirusOutbreak

WOW.😳🤯 

#CoronaVirus
#TravelIndustry

https://t.co/35uAHxttip","#CoronavirusOutbreak

WOW.😳🤯 

#CoronaVirus
#TravelIndustry

https://t.co/35uAHxttip",irrelevant
"Drop in #airfares due to #coronavirus got me between ‘I need to take care of myself’ and ‘you only live once’. 

#yolo #COVID19 #SafetyFirst #CoronavirusOutbreak #SundayThoughts","Drop in #airfares due to #coronavirus got me between ‘I need to take care of myself’ and ‘you only live once’. 

#yolo #COVID19 #SafetyFirst #CoronavirusOutbreak #SundayThoughts",concerned
Latest District 34 email update regarding the #CoronavirusOutbreak here: https://t.co/fZMyxfkEzf,Latest District 34 email update regarding the #CoronavirusOutbreak here: https://t.co/fZMyxfkEzf,informative
